title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Delivery Manager - Data & Analytics,Data Science,,Bengaluru,10-12 Yrs,Full-time,,"PMP,Data modeling,Project management,Information security,Agile,Project planning,JIRA,Information technology",naukri
Job Opening_Azure Data Engineer_Hyderabad_WFO,Data Science,,"Chennai, Bengaluru, Hyderabad",5-10 Yrs,Full-time,,"Datafactory,Azure Databricks,Azure,Microsoft Azure,Data",naukri
Data Modeling Techniques and Methodologies,Data Science,,Hybrid - Bengaluru,5-10 Yrs,Full-time,,"Data Modeling,Cloud DB,Data Model,Graph Data,Data Vault,RDBMS,Data Profiling,Data Architecture",naukri
Azure Support Data Engineer__Bangalore & Pune Locations,Data Science,19800.0,"Hybrid - Pune, Bengaluru",5-10 Yrs,Full-time,,"Azure Support,Azure support engineer,L1/L2/L3 support for production monitoring of pipelines,Azure data engineer,production monitoring of pipelines,Azure Data Factory,Pyspark,Azure Databricks",naukri
Immediate hiring For Data Engineer_Bangalore/Hyderabad/Noida,Data Science,,"Bengaluru, Hyderabad, Noida",4-7 Yrs,Full-time,,"Azure Databricks,Spark,Data Warehousing,ETL,Azure Storage,Azure Data Factory,Azure Data Lake,Storage",naukri
"Cybage software is hiring Big data Architects, Pune",Data Science,,Pune,10-17 Yrs,Full-time,,"Big Data,Golang,Tensorflow,Java,Data Engineering,Bigquery,Hadoop,Machine Learning",naukri
Data / Solution Architect,Data Science,,"Panchkula, Bengaluru, Gurgaon",12-16 Yrs,Full-time,,"Airflow,Data Architecture,Informatica,ETL,AWS,Java,Data Engineering,Data Warehousing",naukri
Clinical Data Mapper,Data Science,,Hyderabad,3-5 Yrs,Full-time,,"Clinical trials,Agile,Data quality,data privacy,data mapping,User acceptance testing,Data warehousing,SQL",naukri
Data Modeller,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"spring boot,metadata,Database design,Data modeling,XML,Analytical,data governance,JSON",naukri
Senior Engineer MLops,Data Science,,"Mumbai, Udupi, Bengaluru",0-4 Yrs,Full-time,,"Computer science,Automation,data security,Machine learning,Infrastructure,data governance,Project planning,AWS",naukri
Cloud Data Engineer,Data Science,,Nagpur,3-6 Yrs,Full-time,,"Computer science,Data validation,Data modeling,data security,Analytical,Schema,Data processing,Data quality",naukri
Azure Data Engineer,Data Science,,Pune,3-6 Yrs,Full-time,,"Performance tuning,Automation,Data modeling,Schema,microsoft,Information technology,Monitoring,SQL",naukri
Azure Data Engineer,Data Science,,Mumbai,3-8 Yrs,Full-time,,"Computer science,Performance tuning,Cloud computing,Analytical,Data quality,Business intelligence,Troubleshooting,Information technology",naukri
Data Center Engineer,Data Science,7800.0,Hyderabad,5-10 Yrs,Full-time,,"Data Pipeline,Python,SQL,Tableau,Virtualization,Center,Data Engineering,Data center",naukri
Data Engineering - Coimbatore,Data Science,,Coimbatore,5-10 Yrs,Full-time,,"Data Engineering,Java,Scala,Hadoop,Python,Engineering,Data",naukri
Data Engineer with Azure and Palantir Foundry Experience,Data Science,27000.0,Remote,5-10 Yrs,Full-time,,"Azure Cloud,Foundry,ETL,Pipeline,Azure Data Factory,Azure Synapse,Code Repository Management,Palantir",naukri
Data Quality Engineer,Data Science,,Pune,3-5 Yrs,Full-time,,"Basic,Automation,Data validation,NoSQL,Machine learning,Data quality,MongoDB,Outsourcing",naukri
Data Engineer _Hyderabad,Data Science,14400.0,Hyderabad,4-8 Yrs,Full-time,,"Spark,Data Bricks,Python,SQL,Data engineer,Data Engineering,Bricks,Data",naukri
Azure Big Data Engineer,Data Science,27000.0,Pune,3-5 Yrs,Full-time,,"DWH Peer reviews,Azure,ADF,database design ODS,Data Bricks,Druid,Hive,Big Data platforms",naukri
Data Engineer,Data Science,,"Pune, Mumbai (All Areas)",3-7 Yrs,Full-time,,"SQL Database,Nosql Databases,Java,Data Engineering,Python Framework,Docker,Apache Flink,SCALA",naukri
Azure Data Engineer,Data Science,,Hybrid - Hyderabad,7-12 Yrs,Full-time,,"Data security and compliance,Azure services,Data engineering toolS,programming languages,Data modeling and database design,Database design,Programming,Design",naukri
Aws Data Engineer,Data Science,,Pune,2-7 Yrs,Full-time,,"Pyspark,Glue,EMR,AWS,SQL,Amazon Redshift,Lamda,Amazon Cloudwatch",naukri
Data Engineer (AWS),Data Science,6600.0,Chennai,1-2 Yrs,Full-time,,"Airflow,Glue,Amazon Redshift,Spark,ETL,Data Processing,AWS,Data Engineering",naukri
Data Engineer (DBT+ Snowflake),Data Science,8100.0,Pune,4-6 Yrs,Full-time,,"Shell Scripting,DBT,Snowflake,Data Engineering,Scripting,Data",naukri
Data Engineers Databricks aws,Data Science,21000.0,Hyderabad,7-12 Yrs,Full-time,,"Data Engineering,Aws Cloud,Data Bricks,Python,Pyspark,spark,Data Lake,Data Governance",naukri
Data Engineer - Talend,Data Science,,Hybrid - Chennai,5-10 Yrs,Full-time,,"Talend,ETL Tool,Apache Nifi,Apache Spark,Data,Data Engineering,Spark,ETL",naukri
GIS Data Engineer,Data Science,6000.0,Hyderabad,2-5 Yrs,Full-time,,"ArcFM,GIS,ESRI,GI,Data",naukri
Data Architect/Engineer,Data Science,,Remote,5-10 Yrs,Full-time,,"data architecture,Data Warehousing,ETL,Python,Airflow,Data Engineering,GCP,Data Pipeline",naukri
AWS Data Engineer,Data Science,,Remote,6-11 Yrs,Full-time,,"S3,Glue,Redshift Db,Athena.,Python,S,Athena,Db",naukri
AI/LLM Data Engineer,Data Science,,Remote,3-8 Yrs,Full-time,,"Data Engineering,LLM,Snowflake,RAG,Data Bricks,Python,Artificial Intelligence,Engineering",naukri
Staff Architect - Data Engineering,Data Science,,Chennai,13-20 Yrs,Full-time,,"GCP,Data Architecture,Aws Cloud,Azure Cloud,Data Modeling,Data Warehousing,Data Governance,Data Integration",naukri
AWS Data Engineer,Data Science,,Remote,5-9 Yrs,Full-time,,"S3,Snowflake,AWS,Athena,SQL,Pyspark,redshift,ETL",naukri
GCP Data Engineer,Data Science,,"Chennai, Mumbai, Hyderabad",3-5 Yrs,Full-time,,"GCP,Data Engineer,python,google cloud,cloud storage,data engineering,helm,Kubernetes",naukri
Azure Data Engineer,Data Science,,Pune,8-10 Yrs,Full-time,,"Azure Data Engineer with Databricks and PySpark,Pyspark,Azure Data Factory,Data,Microsoft Azure",naukri
AWS DATA ENGINEER,Data Science,,Pune,2-7 Yrs,Full-time,,"AWS,Data",naukri
Data Warehouse Engineer / Developer,Data Science,,Chennai,1-4 Yrs,Full-time,,"Data warehousing,Development,Data,Warehouse",naukri
Manager-Data/AI Engineering,Data Science,,Hyderabad,2-5 Yrs,Full-time,,"Architecture,Staffing,Project management,Machine learning,Data collection,Telecommunication,Application development,Data quality",naukri
Azure Data Engineer,Data Science,,Hyderabad,4-9 Yrs,Full-time,,"Automation,orchestration,data governance,power bi,microsoft,SQL Azure,Data warehousing,Analytics",naukri
Aws Data Engineer,Data Science,,Remote,3-8 Yrs,Full-time,,"Redshift Aws,Aws Glue,AWS,Athena,SQL,Snowflake,Glue,Amazon Redshift",naukri
Google Cloud Data Engineer,Data Science,34500.0,"Chennai, Hyderabad, Kolkata",6-11 Yrs,Full-time,,"Google Cloud Platforms,Python,Jenkins,Java,Bigquery,Data Flow,Ci/Cd,Data Modeling",naukri
GCP Data Engineer,Data Science,,Pune,4-8 Yrs,Full-time,,"GCP,Cloud Storage,Big Query,Apache Beam,DataProc,DataPrep,DataFlow,Apache",naukri
Data Platform Engineer,Data Science,,Mumbai,3-6 Yrs,Full-time,,Data Platform Engineer - Text/Speech and Language Models,naukri
GCP Data Engineer,Data Science,,Hybrid - Hybrid,5-10 Yrs,Full-time,,"Data modeling,Database design,GCP,Analytical,Machine learning,Data processing,data visualization,SQL",naukri
Azure Data Engineer,Data Science,30000750.0,"Hybrid - Pune, Hyderabad",6-11 Yrs,Full-time,,"Pyspark,Data Bricks,sql,Datafactory,Data Lake,Bricks,Azure Data Factory,Data",naukri
Opportunity For Data Engineer Professionals,Data Science,,"Chennai, Pune, Mumbai (All Areas)",4-9 Yrs,Full-time,,"Pyspark,Python,SQL,Hadoop,Data",naukri
Aws Data Engineer,Data Science,,Remote,5-10 Yrs,Full-time,,"python,terraform,aws,sql,Data Modeling,Data,Modeling",naukri
Cloud Data Engineer,Data Science,,Hybrid - Gurgaon,6-10 Yrs,Full-time,,"Aws Cloud,Amazon S3,Tableau,ETL,Athena,S,Data Engineering,AWS",naukri
Data and Integrations Engineer,Data Science,,Hyderabad,3-5 Yrs,Full-time,,"iPaaS,DBT,Tray.io,Dell Boomi,Mulesoft,AWS Glue,AWS,Boomi",naukri
Principal Data Engineer,Data Science,,Hyderabad,8-13 Yrs,Full-time,,"Data Engineering,Java,Azure,SAS,performance tuning,Scala,PySpark,SQL",naukri
Data Engineer 2,Data Science,,"Dubai/ UAE, Hyderabad",5-10 Yrs,Full-time,,"Azure Data Factory,Snowflake,Azure Databricks,Hadoop Spark,Qlik,Factory,Spark,Hadoop",naukri
Data Engineer,Data Science,19200.0,"Hybrid - Delhi NCR, Gurgaon, Noida",5-8 Yrs,Full-time,,"Pyspark,adf,Azure Cloud,Data Bricks,SQL,ETL,Cloud,Bricks",naukri
Big Data Engineer,Data Science,,"Hybrid - Chennai, Pune",4-6 Yrs,Full-time,,"data engineer,Big data,Pyspark,Hive,Hadoop,Hadoop Development,Data,Development",naukri
Big Data Engineer,Data Science,8400.0,Pune,4-6 Yrs,Full-time,,"Python,Airflow,Java,Cdc,Banking Sector,Kafka,Workflow,Scd",naukri
RAN Data Engineer,Data Science,17400.0,Noida,3-8 Yrs,Full-time,,"MySQL,Shell Scripting,Cloud Platform,Gitlab,Python,RAN,Data,Cloud",naukri
Data Engineer,Data Science,,Chennai,5-8 Yrs,Full-time,,"Azure,Docker,Tableau,SQL,Python,Pyspark,PowerBI,Scala",naukri
Data Engineer,Data Science,,Chennai,5-8 Yrs,Full-time,,"Azure Data Factory,Docker,Tableau,sql,Python,Pyspark,Power Bi,Pandas",naukri
Bigquery Data Engineer - Oracle Plsql or MS Sql,Data Science,10800.0,"Navi Mumbai, Mumbai, Mumbai (All Areas)",5-7 Yrs,Full-time,,"Oracle,BigQuery,Plsql,MS Sql,Bigquery Data Engineer,Write,data fusion,Data Engineering",naukri
Business Analyst,Data Science,15000.0,Bengaluru,,Full-time,,,naukri
Business Analyst,Data Science,,Jaipur,0-3 Yrs,Full-time,,"PDF,Web technologies,Business Analyst,Web development,PHP,HR,IOS,Software solutions",naukri
Business Analyst,Data Science,,Pune,0-5 Yrs,Full-time,,"Change management,Business analysis,Reconciliation,Back office,Data quality,Investment banking,Assistant Vice President,Operations",naukri
Analyst-SRE,Data Science,,"Hubli, Mangalore, Mysore, Bengaluru, Belagavi/Belgaum",0-5 Yrs,Full-time,,"Performance tuning,Automation,Consulting,Javascript,Performance testing,Agile,microsoft,Troubleshooting",naukri
Analyst,Data Science,,Chennai,0-5 Yrs,Full-time,,"Administration,Financial statements,Data management,Senior Analyst,Bfsi,Data quality,Risk management,Operations",naukri
Impairment Analyst,Data Science,,Noida,0-5 Yrs,Full-time,,"Data analysis,Financial statements,Excel,SAS,Senior Analyst,Analytical,Investment banking,Management",naukri
Python + Data Science Professional,Data Science,,Hyderabad,4-7 Yrs,Full-time,,"Python,Data Science,Java,CSS,data analysis,Docker,JavaScript,HTML",naukri
Data Development Lead,Data Science,,Hyderabad,6-10 Yrs,Full-time,,"Airflow,Snowflake,Team Leading,AWS,Python,Glue,Lambda Aws,SQL",naukri
Junior Data Engineer,Data Science,,Nasik,1-2 Yrs,Full-time,,"Automation,Data analysis,Database design,MySQL,Active directory,Unit testing,Business intelligence,Ruby",naukri
Cloud Data Lead,Data Science,,Mumbai,10-15 Yrs,Full-time,,"Computer science,metadata,data security,Machine learning,Data processing,Editor,Troubleshooting,Analytics",naukri
Data Science Lead,Data Science,,Remote,3-7 Yrs,Full-time,,"Computer science,Statistical analysis,Data management,Machine learning,Data processing,Data mining,Business applications,Forecasting",naukri
Lead Data Consultant,Data Science,,Chennai,5-7 Yrs,Full-time,,"Product management,Data structures,Application development,microsoft,Open source,Adobe,JIRA,Analytics",naukri
Data Science Lead,Data Science,,Hyderabad,7-9 Yrs,Full-time,,"Automation,Product engineering,Prototype,data science,Analytical,Machine learning,Healthcare,Data quality",naukri
Data Ingestion Lead,Data Science,,Hyderabad,8-10 Yrs,Full-time,,"AWS,Python,Data Ingestion,Data",naukri
Applied Scientist 3,Data Science,,"Bengaluru, Hyderabad",3-5 Yrs,Full-time,,"deep learning frameworks,python,program management,tensorflow,pytorch,time series analysis,natural language processing,mxnet",naukri
Applied Scientist 4,Data Science,,"Bengaluru, Hyderabad",6-10 Yrs,Full-time,,"deep learning frameworks,python,program management,tensorflow,pytorch,image processing,cnn,oracle",naukri
Lead II - Data Science,Data Science,,Trivandrum,7-9 Yrs,Full-time,,"Data analysis,SAS,Coding,DBMS,Troubleshooting,Data mining,MATLAB,Analytics",naukri
Data Analytics Lead,Data Science,,Pune,5-10 Yrs,Full-time,,"sparkpython,computer science,power bi,data architecture,data engineering,Bi,Data analytics,Data",naukri
Data Architect - Leading Insurance Company - Navi Mumbai,Data Science,,"Navi Mumbai, Mumbai (All Areas)",10-20 Yrs,Full-time,,"Data Engineering,Big Data Technologies,ETL,Data Transformation,Cassandra,Big Data,Informatica,Hdfs",naukri
"Applied Scientist II, Emerging markets - Seller and Fulfillment tech",Data Science,,Bengaluru,3-5 Yrs,Full-time,,"C++,Machine learning,Programming,Data structures,Deployment,high performance computing,Scientist II,Data mining",naukri
"Principal SAP Architect, Supply Chain Data & Analytics",Data Science,,Gurgaon,14-18 Yrs,Full-time,,"SAP,SAP QM,SAP PP,data architecture,Supply Chain,SAP S/4HANA,IDOC,SAP AI",naukri
Lead Data Visualization,Data Science,,Chennai,6-10 Yrs,Full-time,,"Performance tuning,Data analysis,Consulting,Agile,Data structures,data visualization,Unit testing,Troubleshooting",naukri
Lead - AI Data and Analytics,Data Science,,Pune,5-7 Yrs,Full-time,,"Computer science,Automation,Data analysis,Version control,GIT,Machine learning,Agile,Analytics",naukri
Data Quality Lead,Data Science,,Pune,6-8 Yrs,Full-time,,"ETL,python,performance testing,data quality management,aws,data integration,data engineering,nosql",naukri
Data Science Lead,Data Science,,"Mohali, Chandigarh, Gurgaon",8-13 Yrs,Full-time,,"Microsoft Azure,Data Warehousing,Data Modeling,ETL,Data Integration,Data Design,Data Architecture,Performance Tuning",naukri
Data Science Professional,Data Science,,Hyderabad,5-10 Yrs,Full-time,,"Data Science,sentiment analysis,machine learning,data engineering,artificial intelligence,Data,Engineering,Intelligence",naukri
Data Science Lead,Data Science,,"Ahmedabad, Hyderabad",3-5 Yrs,Full-time,,"IT services,data science,Web application,Machine learning,Agile,Scrum,SOW,Open source",naukri
Junior Data Engineer,Data Science,,Hyderabad,1-2 Yrs,Full-time,,"IT services,SAN,Head Business Development,SOC,data visualization,Project delivery,CRM,Python",naukri
Data Lead,Data Science,,"Greater Noida, Noida",1-6 Yrs,Full-time,,"Cloud computing,Architecture,Business analytics,Analytical,MySQL,Machine learning,Data processing,Stored procedures",naukri
Architect / Tech Lead Informatica Data Management Cloud (IDMC),Data Science,,Chennai,8-12 Yrs,Full-time,,"Solution architecture,Performance tuning,Data management,Data modeling,RDBMS,Coding,Informatica,Troubleshooting",naukri
Big Data Lead,Data Science,,Hyderabad,8-13 Yrs,Full-time,,"Software design,Front end,Db2,TOGAF,MySQL,MongoDB,Oracle,Middleware",naukri
Data Lead,Data Science,,Chennai,8-10 Yrs,Full-time,,"MS SQL,Product engineering,Postgresql,Data quality,Troubleshooting,Monitoring,SQL,Python",naukri
Scientist Valorisation - Makeup Dev,Data Science,,Mumbai,10-18 Yrs,Full-time,,"Head Business Development,Compliance,Artificial Intelligence,Consumer insights,Cosmetics,Windows,Research,Product positioning",naukri
Applied Scientist 2,Data Science,,"Bengaluru, Hyderabad",3-5 Yrs,Full-time,,"deep learning frameworks,python,mxnet,pytorch,keras,time series analysis,natural language processing,machine learning",naukri
Tech Lead-Data Analytics,Data Science,,Hyderabad,5-8 Yrs,Full-time,,"Analytical skills,Data modeling,Oracle data integrator,Oracle business intelligence,Data quality,Continuous improvement,Information technology,Data warehousing",naukri
Data Team Lead (18month Contract),Data Science,18000.0,"Hybrid - Navi Mumbai, Mumbai, Mumbai (All Areas)",3-6 Yrs,Full-time,,"Team Handling,Team Management Skills,R Shiny,R,Team Management,Data Engineering,SQL Queries,SQL Coding",naukri
Tech Lead Big Data,Data Science,,Hyderabad,6-11 Yrs,Full-time,,"Computer science,Maven,Agile,Data structures,Application development,Apache,Distribution system,Analytics",naukri
Member of Technical Staff,Data Science,,Bengaluru,0-2 Yrs,Full-time,,"c++,java,data structures,scripting languages,c#,algorithms,sql,react.js",naukri
Member of Technical Staff,Data Science,,Bengaluru,0-2 Yrs,Full-time,,"c#,c++,java,data structures,scripting languages,algorithms,python,software development",naukri
Software Developer 2,Data Science,,"Bengaluru, Hyderabad",0-2 Yrs,Full-time,,"erp,bugging,oracle cloud infrastructure,sql,des,python,cloud services,software development",naukri
Junior BA Analyst,Data Science,,Bengaluru,0-2 Yrs,Full-time,,"System testing,SAP,Senior Analyst,Project management,Analytical,Manager Technology,Project planning,Gap analysis",naukri
Senior Data science Eng-Smart Helio,Data Science,30300.0,"Delhi, Gurgaon, Noida",6-9 Yrs,Full-time,,"Data Engineering,Node.Js,Deep Learning,SQL,Python,backend framework,Fast api,Flask Web Framework",naukri
Sr. ML Engineer,Data Science,,Bengaluru,2-7 Yrs,Full-time,,"C++,Agile scrum,Coding,Debugging,Machine learning,splunk,J2Ee,Business solutions",naukri
Sap Data Analyst @ Remote Work,Data Science,27000.0,Remote,15-24 Yrs,Full-time,,"sap,Data Ingestion,Transformation,Sap S4Hana,Data Engineering,Compliance,Hadoop,SAP BW",naukri
"Big Data Developer(Spark,Scala)",Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",5-10 Yrs,Full-time,,"GIT,spark,SCALA,Shell scripting,Control-M,jenkins,big data,AWS",naukri
"Manager, Data Science 2",Data Science,,"Chennai, Bengaluru",7-9 Yrs,Full-time,,"Computer science,Data analysis,Team management,Analytical,Continuous improvement,Business solutions,Teradata,Analytics",naukri
Informatica Cloud (IICS) API Developer,Data Science,19800.0,Bengaluru(Malleshwaram),7-12 Yrs,Full-time,,"SQL Server,Iics,Rest Api Development,API,Informatica Powercenter,Oracle SQL,Aws Cloud,SQL Queries",naukri
opening For Data Scientist_Hyderabad,Data Science,13800.0,"Chennai, Pune, Bareilly, Bengaluru, Ankleshwar, Anantapur, Bellary, Hyderabad, Angul",2-6 Yrs,Full-time,,"HIVE,R,Shell,Shell.,SQL,Python,shell scripting,data",naukri
Big Data Architect,Data Science,,Bengaluru,5-13 Yrs,Full-time,,"Computer science,Data modeling,data security,Diversity and Inclusion,Cloud,Programming,data visualization,Information technology",naukri
Azure Data Architect,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Data Architect,Data architecture,Azure Data Factory,Microsoft Azure,Architecture,Data",naukri
Data Engineer_SAS,Data Science,,"Chennai, Pune, Kolkata",5-10 Yrs,Full-time,,"SAS,data governance,Data quality,Oracle,Troubleshooting,Information technology,Analytics,SQL",naukri
Data QA Tester,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-6 Yrs,Full-time,,"Architecture,Coding,Analytical,CRE,PLSQL,Troubleshooting,Business solutions,SDLC",naukri
Data Scientist_Tesco,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Supply chain,Computer science,Computer vision,Prototype,data science,Analytical,Machine learning,Predictive modeling",naukri
Big Data Develpoers,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"big data administration,hive,python,scala,oozie,big data technologies,data architecture,apache flink",naukri
Big Data Developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-6 Yrs,Full-time,,"Coding,GCP,spark,Delta,oozie,Hadoop,Cloud,sqoop",naukri
Data Architect,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"Computer science,Performance tuning,Automation,Data management,Data modeling,Machine learning,microsoft,Information technology",naukri
Data Architect(GCP),Data Science,,Bengaluru,4-9 Yrs,Full-time,,"python,data services,modeling,metadata management,cloud orchestration,data architecture,data engineering,cloud technologies",naukri
Big Data Developer,Data Science,,Bengaluru,3-4 Yrs,Full-time,,"tableau,Compliance,Machine learning,data governance,Data processing,Data quality,data integrity,big data",naukri
Data Science Manager,Data Science,,"Chennai, Bengaluru",10-20 Yrs,Full-time,,"Computer science,Computer vision,Automation,Product engineering,GCP,Data modeling,Machine learning,Data structures",naukri
AWS Big Data,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-6 Yrs,Full-time,,"big data,AWS,Data,AWS Big Data",naukri
Big Data Architect,Data Science,,Bengaluru,7-10 Yrs,Full-time,,"Data modeling,data security,SCALA,data visualization,big data,Information technology,big data architect,Data architecture",naukri
Data Steward Dealer Data,Data Science,,Bengaluru,3-5 Yrs,Full-time,,"data cleansing,SAP,Data management,Project management,Workflow,Data quality,Continuous improvement,Monitoring",naukri
Data Architect - AI,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"Python,WebSockets,database management,GenerativeAI,RPA,NoSQL,Data Warehouses,data engineering",naukri
Architect-Data Modelling,Data Science,,"Chennai, Bengaluru, Hyderabad",10-20 Yrs,Full-time,,"RDBMS,Cloud Services,data space,Data Modeling,Dimensional models,Start Schema,ETL,snowflake schema",naukri
Big Data Professional,Data Science,,"Chennai, Pune, Bengaluru",3-8 Yrs,Full-time,,"Unix,automation framework,Engineering services,Analytical skills,RDBMS,Consulting,Social networking,big data",naukri
Hiring Snowflake Data Engineer_EPAM System,Data Science,,"Hybrid - Pune, Bengaluru, Hyderabad",6-11 Yrs,Full-time,,"Snowflake,Python,SQL,Airflow,DBT,Snowpark,AWS,System",naukri
Azure Data Architect,Data Science,27000.0,"Hybrid - Chennai, Bengaluru, Hyderabad",8-12 Yrs,Full-time,,"coding,Data Migration,Dynamics 365 CRM Architecture,Data Import/Export,Ssis Etl,Kingsway Soft,Dataverse,Data Mapping",naukri
Big Data Developer,Data Science,18000.0,Hybrid - Bengaluru,6-11 Yrs,Full-time,,"Hadoop,kafka,Big Data,Hive,SCALA,Big Data Administration,Development,Data",naukri
Python + Big Data Developer,Data Science,,Bengaluru,4-6 Yrs,Full-time,,"SQL queries,Web technologies,Architecture,Script writing,Analytical,big data,Python,Writing",naukri
Data Modeller,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Manager Quality Assurance,Business Analyst,Data modeling,Database design,data governance,Database,Data quality,Management",naukri
Data Modeling,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Manager Quality Assurance,Data management,Business Analyst,Data modeling,Database design,Schema,data governance,Data quality",naukri
Data scientist_TT,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",3-10 Yrs,Full-time,,"Artificial Intelligence,MySQL,Machine learning,SCALA,Client interaction,data visualization,Analytics,Python",naukri
Cloud Data/Back-End Developer,Data Science,,Remote,3-5 Yrs,Full-time,,"Object oriented design,Backend,Front end,Coding,Analytical,Cloud,Software development life cycle,test driven development",naukri
Data Science Manager,Data Science,,Bengaluru,7-14 Yrs,Full-time,,"Supply chain,Analytical,Machine learning,Agile,Monitoring,SDLC,Python,Recruitment",naukri
Managed Data Service Azure Consultant Architect,Data Science,,Noida,10-15 Yrs,Full-time,,"continuous integration,cd,github,azure monitoring,pyspark,data warehousing,microsoft azure,ci/cd",naukri
Data Architect - GCP,Data Science,,"Delhi NCR, Mumbai, Bengaluru, Remote",8-12 Yrs,Full-time,,"Data Architect,python,google cloud platform,cloud storage,GCP Architect,helm,Kubernetes,GCP",naukri
Data Architect,Data Science,,"Chennai, Bengaluru, Hyderabad",6-8 Yrs,Full-time,,"Data management,Enterprise architecture,cassandra,Analytical,Consulting,Presales,Healthcare,MongoDB",naukri
Manager - Data Science,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Product engineering,Project management,Analytical,Business analytics,Consulting,Billing,Business intelligence,Forecasting",naukri
Azure Data Factory,Data Science,,"Chennai, Bengaluru",6-8 Yrs,Full-time,,"Database design,Analytical,Database,OLAP,Data processing,SQL Azure,Warehouse design,Data warehousing",naukri
Data Architect,Data Science,33000.0,Hybrid - Bengaluru(Mahadevpura),15-24 Yrs,Full-time,,"Data Modelling,Power Bi,Snowflake,Data Architecture,Datawarehousing,Modeling,Bi,Data warehousing",naukri
"Hyperscaler Architect/ Data Architect -(,AWS, Azure , GCP)",Data Science,,"Chennai, Trivandrum",10-18 Yrs,Full-time,,"Pyspark,Data Bricks,Azure Data Factory,Data Engineering,Microsoft Azure,Data Lake,Data Warehousing,Google Cloud Platforms",naukri
Business Intelligence & Data DevOps,Data Science,,Bengaluru,8-13 Yrs,Full-time,,"Tomcat,SAP,Linux,devops,MySQL,Shell scripting,PLSQL,Windows",naukri
Data Science,Data Science,,Bengaluru,10-18 Yrs,Full-time,,"neo4j,data science,spark,SCALA,Data processing,Deployment,HR,Analytics",naukri
Global Audit Quality & Data Analytics Supervisor,Data Science,,Bengaluru,14-15 Yrs,Full-time,,"Team management,Cisa,Project management,Analytical,h1b,Data analytics,Monitoring,Auditing",naukri
Principal Project Data Manager (India),Data Science,,Bengaluru,15-17 Yrs,Full-time,,"SAP,Costing,Data management,Analytical,Healthcare,Clinical research,Operations,Client management",naukri
Data Visualization,Data Science,,Gurgaon,3-5 Yrs,Full-time,,"Manager Quality Assurance,Project management,Machine learning,Cloud,data governance,power bi,data visualization,Analytics",naukri
Data opportunity GBT,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",8-12 Yrs,Full-time,,"Data analysis,Machine learning,Agile,Scrum,SSIS,Pentaho,Reporting tools,SQL",naukri
Data opportunity Exp,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",7-11 Yrs,Full-time,,"Core Java,spark,SAAS,Database,Teradata,AWS,Logistics,SQL",naukri
"Manager, Data Analytics",Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",3-7 Yrs,Full-time,,"Career development,Logistic regression,Data analysis,Analytical,Machine learning,Data mining,Econometrics,Operations",naukri
Data Architect,Data Science,,Bengaluru,11-15 Yrs,Full-time,,"GIT,Architecture,Data modeling,Data Architect,Wellness,Training and Development,Data warehousing,SQL",naukri
Big data solution,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-14 Yrs,Full-time,,"NoSQL,Finance,Machine learning,Programming,data visualization,big data,Financial services,SQL",naukri
Big Data Scala - Spark Developer,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"hive,scala,big data technologies,apache pig,data architecture,hibernate,sql,spring",naukri
Data Analytics Developer,Data Science,,Bengaluru,2-7 Yrs,Full-time,,"C++,Linux,Shell scripting,Machine learning,Database,OLAP,Informatica,Analytics",naukri
Data Scientst,Data Science,,Mumbai,5-6 Yrs,Full-time,,"Computer science,Data analysis,Wealth management,data science,Data modeling,Hypothesis Testing,data visualization,Analytics",naukri
Big Data professional,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"big data,professional,Data",naukri
Big Data professional,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"hive,spark,SCALA,big data,Python,professional,Data",naukri
Big Data Developer,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"Performance tuning,Data modeling,Consulting,Data quality,Information technology,Analytics,SQL,Python",naukri
